notes,has_complication,ssn,hospital
normal risk,false,797-35-0365,AL
normal risk,false,797-35-4378,AR
high risk,false,797-41-8732,AK
normal risk,false,797-48-7474,AR
high risk,true,797-69-1510,AK
normal risk,false,797-72-8010,AK
normal risk,false,797-81-0023,AR
normal risk,false,798-03-8699,AL
normal risk,false,798-06-9698,AR
normal risk,false,798-13-7721,AL
normal risk,false,798-29-5053,AR
normal risk,false,798-35-1031,AK
normal risk,false,798-38-6938,AL
normal risk,false,798-55-2913,AL
normal risk,false,798-66-0136,AR
normal risk,true,798-83-0361,AK
high risk,false,799-25-3110,AL
normal risk,true,799-25-4164,AK
normal risk,true,799-42-3901,AR
high risk,true,799-45-6067,AR
high risk,false,799-69-5474,AL
normal risk,false,799-85-8031,AR
normal risk,false,799-99-8117,AK
normal risk,true,800-07-5084,AK
normal risk,false,800-20-4467,AK
normal risk,false,800-43-4303,AL
normal risk,false,800-66-0505,AK
normal risk,false,801-03-5662,AK
normal risk,false,801-07-1698,AR
normal risk,false,801-13-3433,AR
normal risk,false,801-27-9207,AR
high risk,true,801-29-5864,AK
normal risk,true,801-37-4073,AL
normal risk,false,801-39-0462,AR
normal risk,false,801-50-4283,AR
normal risk,true,801-69-9061,AK
high risk,true,802-04-0121,AL
normal risk,true,802-08-0241,AL
normal risk,true,802-23-8025,AR
normal risk,false,802-25-8187,AL
high risk,false,802-48-4166,AK
high risk,true,802-80-2175,AL
normal risk,false,803-54-8214,AK
normal risk,false,803-76-8880,AL
normal risk,false,803-83-7240,AL
normal risk,true,803-89-9917,AL
normal risk,false,804-36-7964,AL
normal risk,true,804-49-2575,AL
normal risk,false,804-53-0694,AK
normal risk,false,804-58-5660,AR
normal risk,false,804-66-4991,AL
normal risk,true,804-66-9103,AK
normal risk,true,804-77-6382,AL
normal risk,false,804-78-8036,AK
normal risk,false,804-89-8136,AR
high risk,false,805-03-1217,AR
normal risk,false,805-19-6398,AK
normal risk,false,805-20-5969,AR
normal risk,false,805-21-2871,AK
normal risk,false,805-34-1308,AK
normal risk,false,805-49-8272,AL
high risk,true,805-58-7872,AR
normal risk,false,805-84-1837,AL
normal risk,false,806-20-1240,AL
normal risk,true,806-24-3007,AK
normal risk,false,806-25-6067,AR
normal risk,false,806-26-9616,AK
normal risk,true,806-38-5176,AR
normal risk,false,806-40-9502,AK
normal risk,false,806-46-4604,AK
normal risk,false,806-65-2442,AK
high risk,false,806-79-9159,AL
normal risk,false,807-08-6126,AK
normal risk,false,807-58-9202,AR
normal risk,false,808-18-1853,AR
normal risk,false,808-27-3900,AR
normal risk,false,808-27-8380,AR
high risk,true,808-31-3249,AK
normal risk,true,808-54-5654,AK
normal risk,false,808-62-4820,AK
normal risk,false,808-68-4029,AR
normal risk,false,808-82-9412,AL
normal risk,false,809-01-6386,AL
normal risk,true,809-20-5290,AK
normal risk,false,809-32-4100,AL
normal risk,false,809-52-3424,AR
normal risk,false,809-54-1769,AR
normal risk,false,809-54-9371,AK
normal risk,false,809-68-4157,AL
normal risk,false,809-84-6550,AK
normal risk,false,810-27-0447,AL
high risk,true,810-38-1002,AL
normal risk,true,810-89-6537,AK
normal risk,false,811-05-4867,AL
normal risk,false,811-17-6794,AK
normal risk,false,811-25-8287,AL
normal risk,false,811-27-6961,AK
normal risk,false,811-29-9132,AL
normal risk,false,811-56-7319,AL
high risk,true,812-08-8781,AL
normal risk,true,812-12-1507,AL
normal risk,false,812-13-0708,AL
normal risk,true,812-23-2185,AL
normal risk,false,812-32-3688,AK
normal risk,false,812-57-6620,AR
normal risk,false,812-60-3560,AL
normal risk,false,812-61-6533,AL
normal risk,false,812-66-7633,AR
high risk,false,812-78-2535,AK
normal risk,false,812-99-9452,AK
normal risk,true,813-06-2358,AL
normal risk,false,813-07-5900,AK
normal risk,false,813-21-4941,AL
normal risk,false,813-78-8475,AR
high risk,false,813-84-8423,AK
normal risk,false,813-90-9491,AR
normal risk,true,814-09-8828,AL
normal risk,false,814-15-1693,AR
normal risk,true,814-28-2008,AL
normal risk,false,814-47-6553,AK
normal risk,false,814-53-3702,AK
normal risk,false,814-95-2941,AR
normal risk,true,815-06-7006,AR
normal risk,false,815-08-7328,AR
normal risk,true,815-12-7129,AL
normal risk,false,815-16-8933,AK
normal risk,false,815-18-7386,AR
normal risk,false,815-19-2905,AL
high risk,true,815-21-2977,AK
normal risk,false,815-21-6633,AR
normal risk,false,815-53-3579,AK
normal risk,false,815-59-8480,AL
high risk,true,815-66-8221,AR
normal risk,false,815-87-9305,AR
normal risk,true,816-02-2516,AK
normal risk,false,816-12-3820,AR
normal risk,true,816-33-3669,AK
high risk,true,816-53-8169,AR
normal risk,false,816-76-8481,AL
normal risk,false,816-86-4307,AR
high risk,false,817-17-1644,AR
high risk,true,817-17-8525,AK
normal risk,false,817-24-5844,AK
normal risk,false,817-27-5179,AK
normal risk,false,817-29-4001,AL
normal risk,true,817-44-0418,AL
normal risk,true,817-50-8218,AL
normal risk,false,817-56-9175,AK
normal risk,false,817-57-0521,AL
normal risk,false,817-88-7625,AR
normal risk,false,817-93-3192,AK
high risk,true,818-02-2594,AR
high risk,true,818-14-4166,AR
normal risk,false,818-14-4509,AK
normal risk,false,818-27-8650,AR
normal risk,false,818-28-5555,AR
high risk,false,818-58-5467,AL
normal risk,false,818-68-0410,AK
normal risk,false,819-05-7654,AL
normal risk,true,819-24-2446,AL
normal risk,false,819-33-4636,AL
normal risk,false,819-43-9789,AK
normal risk,true,819-71-8944,AL
high risk,false,819-85-8710,AK
normal risk,true,819-86-0470,AR
normal risk,false,819-89-0402,AR
normal risk,false,819-96-3312,AR
normal risk,false,820-17-5132,AL
high risk,true,820-19-2910,AK
normal risk,false,820-44-1888,AR
normal risk,false,820-56-2337,AK
normal risk,false,820-79-5779,AK
high risk,false,820-91-1263,AK
normal risk,true,821-09-1322,AL
normal risk,true,821-09-6285,AR
high risk,false,821-16-7402,AL
high risk,true,821-17-2250,AL
normal risk,false,821-62-9467,AR
normal risk,false,821-99-5416,AR
high risk,true,822-04-7303,AL
normal risk,false,822-21-2994,AK
normal risk,false,822-25-5470,AK
normal risk,false,822-26-2273,AR
high risk,true,822-38-9259,AL
normal risk,false,822-46-4567,AR
normal risk,false,822-49-1363,AR
normal risk,false,822-83-6391,AK
high risk,true,822-86-7743,AR
normal risk,false,822-87-6956,AK
normal risk,false,823-20-6032,AR
high risk,false,823-22-1711,AL
normal risk,false,823-30-9916,AR
normal risk,false,823-33-9229,AR
normal risk,false,823-43-5127,AK
high risk,true,823-55-3475,AR
normal risk,true,823-57-0464,AL
normal risk,true,823-77-6638,AR
normal risk,false,824-08-4305,AL
normal risk,true,824-09-2723,AR
normal risk,false,824-13-4221,AR
high risk,true,824-21-7516,AK
normal risk,true,824-26-6207,AR
normal risk,false,824-28-2180,AL
normal risk,false,824-30-3287,AR
high risk,true,824-40-9234,AL
normal risk,false,824-49-8176,AR
normal risk,false,824-56-1658,AL
normal risk,false,824-56-3508,AK
normal risk,true,824-68-9415,AK
normal risk,false,824-81-8608,AR
high risk,false,824-89-1021,AL
high risk,false,825-13-8753,AL
normal risk,true,825-27-8556,AR
normal risk,false,825-50-8389,AK
normal risk,false,825-56-1457,AR
normal risk,false,825-56-9409,AK
normal risk,false,825-58-0640,AL
normal risk,true,825-63-2299,AK
normal risk,true,825-93-6422,AK
normal risk,true,825-94-7438,AR
normal risk,false,826-18-6428,AK
normal risk,false,826-24-3814,AR
high risk,false,826-37-3715,AK
normal risk,true,826-41-1438,AL
normal risk,false,826-46-0176,AL
normal risk,false,826-47-2886,AR
normal risk,false,826-58-7943,AK
normal risk,false,826-64-3910,AL
normal risk,false,826-72-6758,AR
normal risk,true,826-72-7892,AL
normal risk,false,826-98-9668,AK
normal risk,false,827-04-9820,AR
normal risk,true,827-20-5082,AK
normal risk,true,827-23-2383,AL
high risk,false,827-30-9492,AL
normal risk,true,827-39-3378,AL
normal risk,false,827-41-5122,AL
normal risk,false,827-48-9795,AK
normal risk,false,827-51-3810,AK
normal risk,true,827-64-8396,AK
normal risk,false,827-80-1831,AR
high risk,true,827-94-0598,AR
normal risk,false,828-07-9647,AR
normal risk,false,828-09-3683,AR
normal risk,false,828-20-6668,AR
normal risk,false,828-60-9189,AK
normal risk,true,828-63-4262,AR
high risk,true,828-68-1104,AR
normal risk,true,828-87-1954,AK
normal risk,false,829-09-0249,AR
normal risk,true,829-18-4543,AL
high risk,true,829-21-9083,AL
normal risk,false,829-32-9417,AL
normal risk,false,829-40-3412,AL
normal risk,true,829-54-0798,AL
high risk,true,829-54-3707,AR
normal risk,false,829-54-6556,AK
normal risk,false,829-55-3047,AK
high risk,true,829-75-0282,AL
normal risk,false,829-75-2816,AR
normal risk,false,829-76-0866,AK
normal risk,true,829-91-6516,AR
normal risk,true,829-94-3839,AL
normal risk,false,829-96-5286,AK
normal risk,false,829-99-6276,AK
high risk,false,830-09-4015,AR
normal risk,false,830-21-0759,AR
normal risk,false,830-23-5233,AK
normal risk,true,830-41-0127,AK
normal risk,false,830-46-8846,AR
normal risk,true,830-99-1854,AK
normal risk,true,831-08-3043,AL
normal risk,true,831-11-8035,AR
normal risk,false,831-28-5514,AL
normal risk,false,831-28-5711,AR
normal risk,false,831-35-2180,AL
normal risk,true,831-43-0987,AL
high risk,true,831-58-9759,AK
normal risk,true,831-61-1700,AK
normal risk,false,831-61-5294,AL
normal risk,false,831-75-3418,AR
high risk,false,831-79-2168,AL
normal risk,false,831-89-9678,AL
normal risk,false,831-96-8505,AR
normal risk,false,832-03-2523,AR
high risk,true,832-05-5096,AK
normal risk,false,832-18-0777,AL
normal risk,false,832-35-6322,AR
normal risk,false,832-42-5309,AK
normal risk,true,832-48-3343,AK
normal risk,true,832-53-3535,AR
normal risk,false,832-54-1289,AK
normal risk,false,832-65-2172,AL
normal risk,false,832-72-6743,AK
high risk,false,832-83-4820,AL
normal risk,false,832-91-0388,AR
normal risk,true,833-25-0689,AL
normal risk,false,833-32-5042,AL
normal risk,true,833-34-5465,AL
normal risk,false,833-36-2445,AL
normal risk,false,833-37-5117,AR
normal risk,false,833-48-6563,AK
normal risk,false,833-72-8523,AL
normal risk,false,833-76-8186,AL
normal risk,false,833-84-8622,AR
normal risk,false,834-01-3170,AL
normal risk,false,834-13-4917,AR
normal risk,false,834-23-8546,AR
normal risk,false,834-27-7846,AR
normal risk,false,834-33-3378,AK
normal risk,false,834-40-4129,AL
normal risk,false,834-41-5914,AL
high risk,true,834-59-2109,AK
normal risk,true,834-62-2410,AL
normal risk,false,834-76-5474,AL
normal risk,false,834-99-1151,AK
normal risk,false,835-21-9732,AR
normal risk,false,835-31-2702,AL
normal risk,true,835-33-8683,AR
normal risk,true,835-34-5116,AK
normal risk,false,835-37-7505,AL
normal risk,false,835-46-1982,AL
normal risk,false,835-46-8800,AK
normal risk,false,835-58-4547,AR
normal risk,false,835-60-3330,AL
normal risk,false,835-62-6060,AL
normal risk,false,835-76-6641,AK
normal risk,false,835-90-9318,AK
normal risk,false,835-92-6691,AL
normal risk,false,835-98-5187,AK
normal risk,true,836-06-5553,AR
normal risk,false,836-07-4351,AR
normal risk,true,836-12-1217,AK
high risk,false,836-33-9245,AK
normal risk,false,836-35-9513,AK
normal risk,false,836-38-3401,AK
normal risk,true,836-38-6449,AK
normal risk,false,836-42-6475,AR
normal risk,false,836-44-1698,AR
high risk,false,836-48-2281,AL
normal risk,false,836-55-3118,AL
normal risk,true,836-63-4294,AL
normal risk,true,836-66-1960,AK
normal risk,true,836-72-1974,AR
normal risk,false,836-77-8230,AR
normal risk,false,836-80-7188,AL
normal risk,false,836-98-6205,AL
normal risk,true,837-06-4174,AL
normal risk,true,837-07-3232,AK
high risk,false,837-43-1572,AL
normal risk,false,837-64-2397,AK
high risk,false,837-93-8701,AL
normal risk,true,838-16-9807,AK
high risk,true,838-25-6876,AL
normal risk,true,838-37-0383,AL
normal risk,false,838-58-3734,AL
normal risk,false,838-59-4933,AK
normal risk,false,838-61-8962,AL
high risk,true,838-62-2301,AL
normal risk,true,838-63-5226,AR
normal risk,false,838-80-0680,AL
normal risk,false,839-19-9835,AK
high risk,false,839-30-3870,AL
normal risk,true,839-47-0769,AL
high risk,true,839-55-3054,AK
normal risk,false,839-75-7969,AR
normal risk,false,839-76-5830,AL
normal risk,false,839-80-5391,AR
high risk,true,840-68-9617,AL
normal risk,false,840-75-9334,AR
normal risk,false,840-77-5389,AL
normal risk,false,841-07-0581,AK
normal risk,false,841-61-2372,AR
normal risk,false,841-65-6821,AK
normal risk,false,841-67-6506,AL
normal risk,false,841-77-8125,AK
normal risk,false,841-81-0582,AK
high risk,true,841-83-1871,AR
normal risk,true,841-86-6361,AK
normal risk,false,842-01-9897,AL
high risk,true,842-28-5172,AK
normal risk,false,842-94-7361,AL
normal risk,false,843-18-9877,AK
high risk,false,843-39-5180,AR
normal risk,false,843-41-2304,AK
normal risk,false,843-48-0598,AL
normal risk,false,843-54-4788,AK
normal risk,false,843-58-3239,AK
normal risk,false,843-58-5489,AK
normal risk,false,843-86-6745,AK
normal risk,false,844-03-7336,AL
normal risk,false,844-04-2702,AR
normal risk,false,844-25-3185,AK
normal risk,true,844-32-3289,AL
normal risk,false,844-42-1228,AK
normal risk,false,844-64-0039,AK
normal risk,true,844-77-4809,AK
normal risk,false,844-79-3312,AL
normal risk,false,844-85-4674,AL
normal risk,false,844-86-0864,AR
high risk,true,845-09-9805,AK
normal risk,false,845-14-8031,AR
high risk,true,845-17-4805,AR
normal risk,false,845-38-4868,AK
normal risk,false,845-54-9340,AL
normal risk,false,845-55-4188,AR
normal risk,false,846-02-3620,AR
high risk,true,846-05-6938,AK
normal risk,false,846-10-6762,AR
normal risk,false,846-35-5078,AL
normal risk,true,846-61-6491,AK
normal risk,false,846-82-3533,AR
normal risk,false,846-88-8857,AL
normal risk,true,847-09-9569,AK
normal risk,true,847-21-9802,AL
normal risk,true,847-23-1071,AL
high risk,true,847-25-1049,AL
normal risk,false,847-40-5453,AK
normal risk,false,847-76-7505,AL
high risk,false,847-89-3316,AK
normal risk,false,847-99-7454,AL
high risk,true,848-15-2646,AK
normal risk,false,848-23-1065,AR
normal risk,true,848-35-0027,AK
normal risk,false,848-40-3380,AL
normal risk,false,848-74-0513,AR
normal risk,false,848-74-5354,AL
normal risk,false,849-19-2280,AR
normal risk,true,849-24-9065,AL
normal risk,false,849-35-6680,AK
normal risk,false,849-40-1479,AR
normal risk,false,849-40-8895,AR
normal risk,false,849-50-4798,AL
normal risk,false,849-52-7017,AR
normal risk,false,849-55-3838,AR
normal risk,false,849-57-1109,AR
normal risk,true,849-96-4994,AK
normal risk,false,850-09-5155,AL
high risk,true,850-25-0334,AR
normal risk,false,850-39-8174,AL
high risk,true,850-48-0274,AR
normal risk,true,850-51-3050,AL
normal risk,false,850-58-2522,AR
normal risk,false,850-64-0245,AK
normal risk,false,850-64-8869,AL
normal risk,false,850-68-2731,AL
normal risk,false,850-70-2546,AL
normal risk,false,851-02-6397,AR
normal risk,false,851-04-3521,AR
normal risk,false,851-10-5143,AR
normal risk,true,851-21-6859,AR
normal risk,false,851-35-4578,AR
normal risk,false,851-36-6809,AR
normal risk,true,851-36-7121,AL
normal risk,true,851-53-0734,AR
normal risk,false,851-65-2790,AR
normal risk,true,851-68-2306,AR
normal risk,false,851-82-9254,AR
normal risk,false,852-02-2826,AR
normal risk,false,852-14-8640,AK
normal risk,true,852-55-0981,AK
normal risk,false,852-60-7178,AK
normal risk,true,852-66-0604,AR
normal risk,false,852-72-7700,AK
normal risk,false,852-89-3110,AK
normal risk,false,853-09-2561,AR
normal risk,true,853-12-6951,AL
normal risk,false,853-54-4851,AL
normal risk,true,853-56-6049,AR
normal risk,true,853-64-2685,AL
high risk,true,853-72-0682,AK
normal risk,true,853-91-0759,AL
high risk,true,853-98-6437,AR
normal risk,false,854-04-1198,AL
normal risk,true,854-05-9029,AL
normal risk,false,854-12-6763,AK
normal risk,true,854-26-8567,AR
normal risk,true,854-30-4776,AK
normal risk,false,854-32-0988,AK
normal risk,false,854-35-0368,AR
normal risk,false,854-64-7048,AL
normal risk,false,854-72-7125,AL
normal risk,false,854-82-1073,AL
normal risk,false,854-91-7280,AK
normal risk,false,855-10-7875,AK
normal risk,false,855-16-6272,AK
high risk,false,855-42-0102,AR
high risk,false,855-54-3469,AR
normal risk,false,855-57-9838,AR
normal risk,false,855-64-7991,AL
normal risk,false,855-74-5795,AL
normal risk,false,855-78-1323,AL
normal risk,true,856-04-3039,AK
normal risk,false,856-04-3319,AL
normal risk,false,856-13-3538,AR
normal risk,true,856-18-5785,AR
normal risk,true,856-28-6074,AK
normal risk,true,856-36-7838,AK
normal risk,false,856-41-6389,AR
normal risk,true,856-47-2572,AK
normal risk,false,856-77-9355,AL
high risk,true,856-78-3885,AR
normal risk,false,856-87-7188,AR
normal risk,false,856-88-5094,AK
normal risk,false,856-92-5052,AK
normal risk,false,857-01-2556,AK
normal risk,false,857-01-5795,AR
high risk,true,857-08-9202,AL
normal risk,false,857-17-4619,AL
normal risk,false,857-24-3647,AL
normal risk,false,857-30-9377,AK
normal risk,false,857-38-4451,AK
normal risk,true,857-67-1951,AR
normal risk,false,857-81-6049,AR
normal risk,false,857-81-8506,AL
normal risk,true,857-88-8692,AK
normal risk,false,857-89-1368,AK
normal risk,true,858-13-8114,AR
normal risk,false,858-19-3967,AL
normal risk,true,858-47-1159,AR
normal risk,false,858-61-8616,AR
high risk,true,858-85-1075,AK
normal risk,false,858-89-1669,AL
normal risk,false,858-93-7932,AL
normal risk,false,858-96-5965,AK
normal risk,false,859-38-0942,AK
normal risk,false,859-49-2488,AR
normal risk,false,859-52-4468,AK
normal risk,false,859-61-9084,AL
normal risk,false,859-67-6491,AL
normal risk,true,859-75-0166,AL
normal risk,true,860-12-7468,AL
high risk,true,860-21-5429,AL
high risk,true,860-28-3834,AL
normal risk,true,860-30-6024,AL
normal risk,false,860-35-5352,AR
high risk,false,860-44-3301,AR
high risk,false,860-48-1829,AK
normal risk,false,860-93-4533,AL
normal risk,false,860-93-8415,AK
normal risk,false,861-07-1217,AK
normal risk,false,861-10-2584,AK
high risk,false,861-11-8094,AK
high risk,false,861-28-8305,AK
normal risk,false,861-64-6744,AK
normal risk,false,861-94-0895,AR
normal risk,false,862-12-6422,AR
normal risk,false,862-27-2338,AR
normal risk,false,862-41-7434,AK
normal risk,false,862-56-5205,AL
high risk,true,862-59-5754,AK
normal risk,false,862-84-1300,AL
normal risk,false,863-05-1725,AL
normal risk,true,863-06-3553,AK
normal risk,false,863-11-1586,AR
high risk,true,863-15-5192,AR
normal risk,false,863-25-6719,AK
normal risk,false,863-43-5037,AK
normal risk,false,863-62-1808,AK
normal risk,true,863-63-3054,AL
